主从表关联ID,帐号,数据状态,行政区划代码,行业代码2017,注册资金,上市及新三板、四板挂牌情况,上市挂牌时间,本公司是否为上市挂牌企业主体,上市挂牌企业年末市值,工业总产值当年价格,营业收入,其中主营业务收入,其中技术收入,其中技术转让收入,技术承包收入,技术咨询与服务收入,接受委托研究开发收入,产品销售收入,其中高新技术产品,商品销售收入,其他营业收入,净利润,从业人员期末人数,其中留学归国人员,其中外籍常驻人员,其中引进外籍专家,其中当年新增从业人员,其中吸纳高校应届毕业生,从业人员年平均人数,具有研究生学历位人员,其中博士,其中硕士,具有大学本科学历位人员,具有大学专科学历人员,接受高等教育前为非就业地户籍人员,技能人员,其中高级技师国家职业资格一级,技师国家职业资格二级,高级技能人员国家职业资格三级,中级技能人员国家职业资格四级,初级技能人员国家职业资格五级,中层及以上管理人员,专业技术人员,科技活动人员合计,科技活动费用合计,当年专利申请数
351838,91450108763082008F,en,4501,5090,2000,00,,,0,7600,15202,15202,13000,0,0,1000,0,1000,0,0,1202,279,80,0,0,0,13,9,80,1,0,1,19,49,0,73,0,26,8,25,14,9,64,19,142,0
351840,91450125330631411G,en,4501,3029,20000,00,,,0,26191,26605,26446,0,0,0,0,0,26446,21451,0,159,6094,38,0,0,0,6,3,47,0,0,0,17,8,0,0,0,0,0,0,0,1,8,8,794,1
351841,9145010358431423XA,en,4501,7449,21000,00,,,0,0,14269.37,14269.37,13976.3,0,1341.32,12259.9,375.08,256.7,256.7,0,36.37,67.4,76,0,0,0,16,15,65,2,0,2,36,29,2,53,0,0,0,8,45,10,53,52,4099.98,8
351845,91450000593232180R,en,4501,7452,10000,00,,,0,28154,28154,28154,28154,0,0,28154,0,0,0,0,0,12540,26,0,0,0,0,0,26,4,0,4,17,4,0,22,6,16,0,0,0,8,13,16,152,0
351846,9145010034031628XT,en,4501,4999,10000,00,,,0,0,26225.97,26225.97,0,0,0,0,0,22292.07,22292.07,3933.9,0,3610.23,70,0,0,0,17,8,65,0,0,0,10,15,0,22,4,0,3,3,12,10,0,27,2785,0
351849,914501005898214840,en,4501,7320,20000,00,,,0,0,18948,18948,18948,0,0,18948,0,0,0,0,0,501.5,60,0,0,0,16,5,62,12,0,9,34,14,0,34,0,0,12,16,6,11,49,36,2982,0
351855,91450100763073902U,en,4501,5090,5000,00,,,0,0,10958,9930,3939,0,3939,0,0,5991,0,0,1028,436,67,0,0,0,0,0,67,0,0,0,10,28,29,0,0,0,0,0,0,6,12,12,949,0
351857,914501036697171503,en,4501,6531,11030,00,,,0,0,23213.33,23213.33,1682.1,0,0,1682.1,0,17129.53,17129.53,4401.7,0,333.82,23,0,0,0,6,0,25,8,4,4,3,12,0,3,0,0,1,1,1,7,6,6,794.35,8
351859,914501006927570548,en,4501,3561,2000,00,,,0,7776.75,9588,9588,0,0,0,0,0,7670,6136,1918,0,38,68,0,0,0,0,0,68,1,0,1,8,8,0,18,0,0,0,2,16,15,15,15,498,2
351863,91450100322306088Y,en,4501,7723,50000,00,,,0,0,12775.68,9871.15,9871.15,0,0,9871.15,0,0,0,2904.53,0,1475.19,22,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,4331.12,1
351865,91450103794318036D,en,4501,7299,10000,00,,,0,0,15755.57,15755.57,12573.26,0,0,12573.26,0,0,0,1063.21,2119.1,3671.09,99,0,0,0,14,0,90,1,0,1,10,48,0,68,0,0,10,25,33,14,75,16,630.22,0
351869,91450100737628636R,en,4501,5090,5000,00,,,0,0,17130,17130,17000,0,0,17000,0,0,0,0,130,1479,61,0,0,0,20,5,55,0,0,0,40,21,45,0,0,0,0,0,0,10,40,15,4131,0
351873,91450100732212180K,en,4501,0511,30000,00,,,0,0,10584,10584,0,0,0,0,0,6800,6800,3784,0,150,16,0,0,0,0,0,16,1,0,1,11,3,0,0,0,0,0,0,0,5,11,16,2546.7,3
351880,91450103664801134X,en,4501,6450,3000,00,,,0,0,24351.22,24351.22,6248.51,0,0,6248.51,0,886.21,0,17216.51,0,521.36,36,0,0,0,0,0,34,0,0,0,19,15,0,4,1,3,0,0,0,6,0,10,1104.03,0
351882,91450100680135928Q,en,4501,6519,44880,00,,,0,0,2877,2877,742,0,0,742,0,0,0,2135,0,-583,14,0,0,0,0,0,15,0,0,0,1,8,0,0,0,0,0,0,0,2,10,9,380,0
351887,91450103310287537J,en,4501,3493,9100,00,,,0,3685.36,3685.36,3685.36,3668.52,3184,0,484.52,0,16.84,16.84,0,0,4630.29,12,0,0,0,0,0,12,0,0,0,8,4,0,0,0,0,0,0,0,0,0,7,334.21,4
351889,91450100330789702F,en,4501,6540,5000,00,,,0,0,6168.75,6168.75,2056.25,0,0,2056.25,0,4112.5,3803.2,0,0,22.91,19,0,0,0,8,7,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,750,0
351891,91450100763060052G,en,4501,6531,5000,00,,,0,0,8564.6,4995.22,3569.38,0,0,3569.38,0,0,0,4995.22,0,261.63,20,0,0,0,2,0,20,1,0,1,5,8,12,1,0,0,0,1,0,5,1,3,853.38,0
351892,91450107MA5KBQ7W1T,en,4501,5138,5000,00,,,0,321,10000,10000,7540,0,0,7540,0,2460,0,0,0,94,13,0,0,0,1,0,12,0,0,0,4,9,0,0,0,0,0,0,0,3,2,4,650,0
351895,9145012607377105XD,en,4501,7721,10000,00,,,0,0,7889.75,120,1050,0,0,1050,0,6824.75,6824.75,10,5,-95.7,35,0,0,0,1,1,35,0,0,0,5,16,0,26,0,10,5,5,6,5,6,17,798.51,0
351896,91450100MA5KCBCH5W,en,4501,6599,20000,00,,,0,0,4456,4456,0,0,0,0,0,4456,3698,0,0,235,15,0,0,0,0,0,15,3,2,1,6,3,0,0,0,0,0,0,0,2,0,15,2286,0
351899,91450100MA5KATXT5K,en,4501,5431,2000,00,,,0,0,10986.78,10986.78,20,0,0,5,0,0,0,0,10966.78,44.09,24,0,0,0,0,0,20,0,0,0,3,14,0,3,0,0,0,0,3,3,3,5,16.97,0
351900,91450103096026992Q,en,4501,7271,3000,00,,,0,0,14738.95,14738.95,14738.95,0,0,14738.95,0,0,0,0,0,2893.59,181,0,0,0,77,20,151,0,0,0,22,84,0,0,0,0,0,0,0,4,21,21,1042.9,0
351902,91450100067410469T,en,4501,6531,10080,00,,,0,0,9492,9490.6,826.7,0,800,0,0,102,0,8561.86,1.44,56.8,18,0,0,0,0,0,18,0,0,0,0,11,0,0,0,0,0,0,0,5,5,5,314,0
351903,91450100557241637W,en,4501,2641,5000,00,,,0,10650,10582,10582,50,50,0,0,0,10532,8467,0,0,153,30,0,0,0,2,0,30,3,1,2,7,8,20,5,0,0,0,5,0,8,6,3,270,5
351908,9145010009990579XQ,en,4501,5283,5500,00,,,0,0,4554.44,4554.44,0,0,0,0,0,4430.82,4430.82,0,123.62,-361.02,20,0,0,0,0,0,20,0,0,0,8,12,0,0,0,0,0,0,0,0,8,0,0,0
351911,91450107574554168J,en,4501,7340,1298.5,00,,,0,3503.38,8758.44,7637.91,1120.53,0,0,1120.53,0,7637.91,3412.34,0,0,464.26,29,0,0,0,4,1,28,8,2,6,12,4,0,10,0,0,1,5,4,6,15,15,946.77,5
351912,91450100MA5KBXA75H,en,4501,6513,10000,00,,,0,0,13925,13925,8443,0,0,8443,0,0,0,5482,0,921.11,28,0,0,0,11,8,22,0,0,0,11,11,5,8,0,0,0,3,5,3,8,19,3599.9,0
351917,914501035718091450,en,4501,6531,1000,00,,,0,0,6473,6473,0,0,0,0,0,6473,5153,0,0,548,10,0,0,0,5,0,10,0,0,0,4,6,0,0,0,0,0,0,0,2,5,4,518,0
351918,91450103596887457T,en,4501,6513,1000,00,,,0,0,8186,8186,8186,0,0,8186,0,0,0,0,0,2909,34,0,0,0,5,0,35,0,0,0,9,25,0,0,0,0,0,0,0,7,10,10,1744,0
351920,91450100589838083G,en,4501,7320,2000,00,,,0,0,7017.43,7017.43,7017.43,7017.43,0,0,0,0,0,0,0,660.43,45,0,0,0,0,0,45,3,0,3,35,7,0,15,7,5,1,2,0,10,15,15,724.8,0
351922,91450100MA5KAY5DX5,en,4501,6940,10000,00,,,0,0,6808,160,160,0,0,160,0,0,0,995,5653,2152.7,10,0,0,0,0,0,9,2,1,1,5,3,0,3,0,0,0,2,1,1,3,5,387,0
351925,91450103MA5KB4LM9U,en,4501,7441,20000,00,,,0,0,13612,13502,13502,0,0,13502,0,110,110,0,0,122,36,0,0,0,6,4,35,4,0,4,17,11,35,17,0,1,2,8,6,7,26,5,175.5,0
351926,914501030635802410,en,4501,6513,2000,00,,,0,0,10025.74,10025.74,7314.29,0,0,0,416.8,0,0,2711.45,0,786.01,20,0,0,0,5,4,20,1,0,1,15,4,0,12,0,0,0,2,10,5,10,16,2083.98,2
351931,914501033226070599,en,4501,4790,30000,00,,,0,1168.88,11643.79,11643.79,0,0,0,0,0,11643.79,11643.79,0,0,-826.97,51,0,0,0,15,0,50,0,0,0,15,21,0,0,0,0,0,0,0,10,30,30,1000,3
351935,914501083558586553,en,4501,7486,2000,00,,,0,0,4111.15,4111.15,4111.15,0,428.59,3682.56,0,0,0,0,0,262.32,15,0,0,0,6,6,10,6,0,6,8,1,0,7,0,0,0,4,3,4,7,5,452.86,0
351936,91450105MA5K9A5D97,en,4501,6599,10000,00,,,0,0,8038.61,7926.2,112.41,0,0,112.41,0,7926.2,0,0,0,28.11,6,0,0,0,0,0,6,0,0,0,1,5,0,5,1,0,0,1,3,2,3,5,160,0
351939,914501003273664694,en,4501,6560,5000,00,,,0,0,4062,4062,0,0,0,0,0,4062,4062,0,0,85.7,13,0,0,0,0,0,13,2,1,1,11,0,0,0,0,0,0,0,0,3,10,10,400,0
351942,91450102576809830P,en,4501,6531,2180,00,,,0,0,4323.53,3618.53,705,117,0,488,0,3618.53,0,0,0,29.9,11,0,0,0,0,0,11,0,0,0,2,9,0,0,0,0,0,0,0,0,0,7,331.7,0
351943,9145010305437821XL,en,4501,6599,2000,00,,,0,0,3790.8,3790.8,416.9,0,0,416.9,0,2675.8,2675.8,698.1,0,36.5,20,0,0,0,3,1,21,1,0,1,1,7,0,0,0,0,0,0,0,5,5,7,403.7,0
351945,914501236697247809,en,4501,4190,10000,00,,,0,3209,4732,4732,0,0,0,0,0,4732,4122,0,0,-603,10,0,0,0,0,0,10,1,0,1,3,5,3,5,0,1,1,1,2,3,2,8,564,8
351948,91450100310287166G,en,4501,3359,10800,00,,,0,8255.67,6055.79,6055.79,0,0,0,0,0,6055.79,6055.79,0,0,-1713.79,38,0,0,0,0,0,45,0,0,0,12,16,0,4,0,0,2,1,1,6,8,8,556.7,10
351950,91450100MA5KE2CM26,en,4501,4790,39800,00,,,0,3890.64,9726.59,9726.59,8753,0,0,8753,0,40,0,60,873.59,82.78,9,0,0,0,0,0,9,0,0,0,8,0,0,0,0,0,0,0,0,0,0,9,511,6
351952,9145010234852987XW,en,4501,6560,2000,00,,,0,0,8933,8933,145.6,0,0,145.6,0,8787.4,8787.4,0,0,579.1,41,0,0,0,0,0,45,0,0,0,9,16,0,0,0,0,0,0,0,4,35,32,3229.1,0
351953,914501006801112134,en,4501,6513,10000,00,,,0,0,812.64,812.64,47.16,0,0,47.16,0,100.47,100.47,476.62,188.39,-1240.7,11,0,0,0,5,3,11,0,0,0,3,8,0,0,0,0,0,0,0,3,8,10,618.95,0
351955,9145010709073332XU,en,4501,6560,2000,00,,,0,0,4587.03,4587.03,2876.62,0,0,2876.62,0,0,0,1710.41,0,224.02,7,0,0,0,1,1,6,0,0,0,5,2,0,2,0,0,0,0,2,2,4,4,300.5,0
351960,914501003102193071,en,4501,6571,6000,00,,,0,0,1420.93,1420.93,886.94,0,0,693.59,193.35,0,0,330.71,203.28,-19.27,9,0,0,0,0,0,11,0,0,0,3,6,0,0,0,0,0,0,0,2,4,4,235.22,0
351962,91450126732218144W,en,4501,2631,5120,00,,,0,2014.27,1751.54,1751.54,0,0,0,0,0,1226,1226,525.54,0,-365.89,6,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,5,1,6,131.3,0
351963,91450100068866126Y,en,4501,6513,6310,00,,,0,0,2603,2597,0,0,0,0,0,1640,1640,957,6,292,14,0,0,0,0,0,14,0,0,0,5,9,0,4,0,0,0,1,3,3,7,8,300,8
351964,914501030790545538,en,4501,6319,5000,00,,,0,0,3054.95,3054.95,3054.95,0,0,3054.95,0,0,0,0,0,25.83,6,0,0,0,0,0,5,0,0,0,1,2,0,0,0,0,0,0,0,2,3,4,168,4
351965,914501005745663881,en,4501,0313,10000,00,,,0,0,4422.87,4422.87,0,0,0,0,0,3170.87,236,1252,0,-678.04,15,0,0,0,0,0,15,1,0,1,4,2,0,0,0,0,0,0,0,3,6,6,236,0
351969,91450103330775220M,en,4501,3311,50000,00,,,0,9375.41,10008.13,10008.13,632.72,0,0,632.72,0,9375.41,3181,0,0,499.09,61,1,1,1,3,3,60,6,1,5,14,25,1,7,1,1,1,2,2,5,7,10,200,0
351974,91450100092742713Q,en,4501,6513,5180,00,,,0,0,2072.75,2072.75,400.7,0,0,400.7,0,1672.05,1672.05,0,0,2.6,18,0,0,0,0,0,18,0,0,0,2,16,0,0,0,0,0,0,0,6,6,6,285.18,12
351977,91450100MA5KDYCP9G,en,4501,6519,1000,00,,,0,0,626.95,626.95,0,0,0,0,0,626.95,620,0,0,-1350.71,35,0,0,0,0,0,35,0,0,0,14,21,0,14,0,0,0,14,0,3,14,27,952.94,0
351978,91450103751232611L,en,4501,6439,5000,00,,,0,0,10081.37,10081.37,0,0,0,0,0,10081.37,9088.96,0,0,826.38,24,0,0,0,0,0,18,0,0,0,6,14,0,1,0,0,0,1,0,8,6,7,667.85,6
351979,91450102593203048T,en,4501,6531,1000,00,,,0,0,10073.65,10073.65,648.3,0,0,648.3,0,7993.76,7993.76,800.31,631.28,627.08,8,0,0,0,0,0,8,0,0,0,4,3,0,0,0,0,0,0,0,2,4,4,638.5,6
351986,91450102340382797A,en,4501,6519,2000,00,,,0,0,2900.81,2900.81,2302.47,0,0,2302.47,0,598.34,598.34,0,0,701.93,14,0,0,0,5,1,15,0,0,0,7,7,0,0,0,0,0,0,0,1,0,11,1120,0
351988,914501035640222990,en,4501,6429,4990,00,,,0,0,4243.38,4243.38,0,0,0,0,0,1414.08,565.63,2829.3,0,185.6,12,0,0,0,0,0,12,0,0,0,2,8,0,0,0,0,0,0,0,2,9,6,301,6
351989,91450108MA5KABRE5P,en,4501,7511,2000,00,,,0,0,353.7,353.7,157.2,0,157.2,0,0,196.5,147.5,0,0,-563.1,18,0,0,0,0,0,18,0,0,0,4,12,2,10,1,0,0,0,9,2,6,6,90,0
351990,914501085913314764,en,4501,4419,3000,00,,,0,2000,1622.7,1622.7,0,0,0,0,0,1622.7,1325.5,0,0,-122.8,14,0,0,0,0,0,14,0,0,0,3,2,0,6,1,0,0,0,5,4,3,4,143.2,7
351993,914501003102228137,en,4501,6513,2000,00,,,0,0,1718.48,1718.48,1718.48,0,0,1518.48,200,0,0,0,0,-17.6,17,0,0,0,7,0,12,0,0,0,6,6,0,1,0,0,0,1,0,4,6,6,1953.4,0
351995,91450103MA5KB8RG90,en,4501,5176,2000,00,,,0,0,3701,3701,0,0,0,0,0,3438,3438,263,0,1866,5,0,0,0,1,1,5,0,0,0,2,3,0,2,0,0,0,2,0,1,0,1,42,0
351996,9145010031591486XL,en,4501,7519,5000,00,,,0,0,10084.27,10084.27,10084.27,0,0,10084.27,0,0,0,0,0,255.87,31,0,0,0,0,0,26,0,0,0,17,14,0,2,0,0,0,2,0,4,19,10,900,6
351997,91450100059546390U,en,4501,3975,5000,00,,,0,4143.59,3603.12,3603.12,637.81,0,0,637.81,0,2965.2,2965.2,0,0.11,11.16,14,0,0,0,10,0,10,0,0,0,2,3,0,0,0,0,0,0,0,2,5,5,216.18,0
351998,91450100MA5KD52M18,en,4501,6599,5000,00,,,0,0,4180,4180,4180,0,0,4180,0,0,0,0,0,129,57,0,0,0,18,18,60,0,0,0,17,35,0,0,0,0,0,0,0,0,0,10,250,0
351999,914501025768495922,en,4501,3581,3000,00,,,0,1955.57,1955.57,1775.5,0,0,0,0,0,1955.57,1636.92,0,0,7.12,11,0,0,0,4,0,9,0,0,0,3,8,7,0,0,0,0,0,0,2,5,5,528,2
352000,914501030674070599,en,4501,6513,500,00,,,0,0,75,75,5,0,0,5,0,0,0,70,0,-67,3,0,0,0,0,0,2,1,0,1,1,1,0,0,0,0,0,0,0,1,1,1,26,0
352002,914501030595354054,en,4501,6513,10000,00,,,0,0,1840.71,736.28,1104.43,0,0,1104.43,0,0,0,0,736.28,5.1,25,1,0,0,0,0,25,2,0,2,15,8,0,10,0,0,0,2,8,3,10,10,900,3
352003,91450103052715585C,en,4501,6511,2000,00,,,0,0,1378.9,1378.9,1378.9,0,0,1378.9,0,0,0,0,0,-6.8,17,0,0,0,0,0,17,0,0,0,10,7,0,0,0,0,0,0,0,0,5,5,78.2,0
352004,91450100MA5L24N89B,en,4501,6513,5000,00,,,0,0,2463.93,2463.93,2463.93,0,0,2463.93,0,0,0,0,0,-1316.83,18,0,0,0,3,0,18,0,0,0,18,0,0,16,0,0,9,4,3,3,15,15,782,0
352006,91450103MA5KCL1H2H,en,4501,4920,10000,00,,,0,0,2008.4,1355.96,0,0,0,0,0,1395.93,977.1,0,612.47,17,7,0,0,0,2,2,7,0,0,0,0,7,0,6,0,0,0,6,0,2,3,4,680.87,3
352007,914501003101561825,en,4501,6513,10000,00,,,0,0,7932.39,7932.39,579.79,0,0,579.79,0,534.68,534.68,6772.81,45.11,24.32,10,0,0,0,3,3,12,0,0,0,7,3,6,0,0,0,0,0,0,4,6,6,490,0
352008,91450103MA5KAQ5R2X,en,4501,6490,3000,00,,,0,0,1783.54,1783.54,0,0,0,0,0,1783.54,1783.54,0,0,-9124.66,98,0,0,0,0,0,98,0,0,0,32,66,0,0,0,0,0,0,0,18,26,12,865,0
352012,91450103587109442W,en,4501,5176,500,00,,,0,0,1497.08,1497.08,877.78,0,0,877.78,0,0,0,599.05,20.25,-65.17,4,0,0,0,1,0,5,0,0,0,4,0,1,4,0,0,0,4,0,2,2,4,86.41,0
352014,91450107310132068Q,en,4501,3429,12000,00,,,0,2159.22,2159.22,2159.22,0,0,0,0,0,300,159,1859.22,0,-206.03,2,0,0,0,2,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,8,0
352017,91450103098575338U,en,4501,7721,2000,00,,,0,0,2458,1488,1488,0,0,1488,0,880,600,0,90,-980,12,0,0,0,7,0,12,0,0,0,6,4,10,0,0,0,0,0,0,3,5,6,110,0
352018,91450103340370307J,en,4501,6432,5000,00,,,0,0,5224,5224,985,0,0,600,0,0,0,4239,0,1025.5,10,0,0,0,2,1,10,0,0,0,5,5,0,0,0,0,0,0,0,2,5,7,437,0
352020,91450103322651228R,en,4501,7520,2000,00,,,0,0,2221.55,2221.55,2221.55,0,0,2221.55,0,0,0,0,0,288.31,20,0,0,0,2,0,20,13,0,13,7,0,0,0,0,0,0,0,0,0,0,20,150,0
352024,91450100MA5KBNDH9N,en,4501,6519,5000,00,,,0,0,4249.1,4249.1,2280.4,0,0,2280.4,0,0,0,1968.7,0,642.6,15,0,0,0,0,0,12,1,0,1,3,8,0,1,1,0,0,0,0,0,0,6,141.3,0
352029,91450100785223975B,en,4501,6599,5000,00,,,0,0,408.55,408.55,160.45,0,0,160.45,0,0,0,248.1,0,-273.53,6,0,0,0,0,0,6,1,0,1,0,4,0,0,0,0,0,0,0,2,3,3,121,0
352030,91450100MA5KEF4M76,en,4501,6513,5730,00,,,0,0,2300.5,2300.5,1454.97,0,0,1454.97,0,845.53,845.53,0,0,-1857.26,15,0,0,0,3,3,13,0,0,0,11,4,0,11,0,0,0,0,11,4,11,8,100,0
352031,91450102557232298U,en,4501,0319,4800,00,,,0,0,1420,1420,52,0,0,52,0,590,590,778,0,-598.86,17,0,0,0,0,0,17,7,0,7,5,5,0,0,0,0,0,0,0,10,7,3,2062,0
352034,914501073403487329,en,4501,6410,10990,00,,,0,0,3287.11,3287.11,0,0,0,0,0,3287.11,3192.76,0,0,-560.19,34,0,0,0,10,0,33,0,0,0,10,18,2,0,0,0,0,0,0,5,27,10,268.57,0
352037,91450100MA5KCKKW3K,en,4501,6410,5000,00,,,0,0,46,46,46,0,0,46,0,0,0,0,0,-157,25,0,0,0,0,0,20,0,0,0,20,5,0,0,0,0,0,0,0,2,0,10,130,0
352038,91450100MA5KCH41XL,en,4501,6513,10100,00,,,0,0,2648.72,2648.72,0,0,0,0,0,2489.61,2489.61,159.11,0,343.22,10,0,0,0,2,0,10,0,0,0,5,5,0,0,0,0,0,0,0,1,9,5,422.43,0
352045,914501033101421350,en,4501,6432,2000,00,,,0,0,1785,1780,450,0,0,50,0,600,0,450,285,400,15,0,0,0,0,0,22,0,0,0,2,13,0,0,0,0,0,0,0,0,0,12,210,7
352048,91450100340438316J,en,4501,0190,10000,00,,,0,0,354.17,354.17,0,0,0,0,0,354.17,354.17,0,0,-121.06,8,0,0,0,2,1,8,0,0,0,4,4,0,0,0,0,0,0,0,2,6,4,210,0
352049,914501005794044091,en,4501,3670,5000,00,,,0,2676,1222.12,882,6.8,0,0,6.8,0,1187,1187,0,28.31,-217,25,0,0,0,5,3,23,3,2,1,3,5,3,8,1,2,2,1,2,4,5,5,50,2
352050,91450100092747506R,en,4501,6560,5000,00,,,0,0,1374,1374,1374,0,0,1374,0,0,0,0,0,-552,19,0,0,0,0,0,20,1,0,1,9,5,0,15,0,0,0,12,3,6,13,2,110,8
352051,91450107782109202Y,en,4501,6513,2000,00,,,0,0,2469.2,1624.2,845,456,0,72,317,1624.2,1624,0,0,227.1,8,0,0,0,1,0,8,0,0,0,1,7,0,0,0,0,0,0,0,3,5,8,136.3,0
352052,914501050617444927,en,4501,2511,10000,00,,,0,1982,449,449,0,0,0,0,0,449,447,0,0,-79,15,0,0,0,1,1,12,1,0,1,6,3,0,0,0,0,0,0,0,4,5,5,93,1
352053,9145010075654485XC,en,4501,8890,5000,00,,,0,0,2791,2791,0,0,0,0,0,2791,2232,0,0,-421,17,0,0,0,0,0,17,0,0,0,6,2,0,0,0,0,0,0,0,0,6,6,455,5
352057,91450100310243622G,en,4501,6532,10000,00,,,0,800,800,800,0,0,0,0,0,800,800,0,0,-4501,5,0,0,0,0,0,5,0,0,0,5,0,0,1,0,0,0,0,1,2,3,3,174.1,0
352060,91450100096544781U,en,4501,3353,5000,00,,,0,432.27,432.27,432.27,0,0,0,0,0,432.27,432.27,0,0,-302.75,5,0,0,0,2,0,5,2,0,2,2,1,1,3,0,0,1,0,2,1,4,4,128.8,6
352066,9145010206743003XB,en,4501,6531,1000,00,,,0,0,4298,3958,340,0,0,340,0,3958,2800,0,0,370,19,0,0,0,0,0,12,0,0,0,6,6,0,0,0,0,0,0,0,6,12,12,453,0
352067,91450100MA5KAFG44G,en,4501,1529,3300,00,,,0,225,225,225,0,0,0,0,0,225,192,0,0,-197,5,0,0,0,0,0,5,1,1,0,4,0,0,2,0,0,2,0,0,3,1,3,169,0
352070,91450000718850725T,en,4501,7530,1000,00,,,0,0,3285.92,3285.92,3285.92,0,0,3285.92,0,0,0,0,0,397.44,15,0,0,0,6,0,13,10,2,8,3,0,0,0,0,0,0,0,0,3,12,6,948.85,2
352072,91450100081181113N,en,4501,6519,2000,00,,,0,0,978.61,978.61,0,0,0,0,0,978.61,645,0,0,3.86,23,0,0,0,0,0,20,0,0,0,9,12,0,0,0,0,0,0,0,5,9,3,92,7
352073,91450103MA5KBEYP3C,en,4501,6571,3000,00,,,0,0,2780,2780,2040,0,0,2040,0,740,0,0,0,99,21,0,0,0,8,0,22,1,0,1,16,4,0,0,0,0,0,0,0,7,14,17,1532,1
352075,91450100083633347J,en,4501,6513,500,00,,,0,0,3120,3120,3120,0,0,3120,0,0,0,0,0,439,10,0,0,0,1,1,10,1,0,1,6,3,0,7,0,0,0,0,7,3,7,10,2211,6
352077,91450100672478031P,en,4501,1491,1000,00,,,0,1371,1784,1784,0,0,0,0,0,1765,1765,0,19,-764,16,0,0,0,2,0,16,0,0,0,5,1,0,2,0,0,1,1,0,4,5,16,496,1
352078,9145010705271796XK,en,4501,6531,300,00,,,0,0,98,98,0,0,0,0,0,98,86,0,0,-52,4,0,0,0,0,0,4,0,0,0,2,2,0,0,0,0,0,0,0,1,2,3,68,0
352079,91450103576802014G,en,4501,6432,1000,00,,,0,0,41.2,41.2,41.2,0,0,41.2,0,0,0,0,0,-570.06,7,0,0,0,1,0,7,0,0,0,3,4,5,1,0,0,0,1,0,2,5,1,70.11,0
352083,914501030933840651,en,4501,6434,5000,00,,,0,0,819.8,819.8,314.6,0,0,314.6,0,153.2,153.2,352,0,-3049.81,10,0,2,0,0,0,10,1,0,1,4,0,0,0,0,0,0,0,0,2,4,4,314.5,1
352085,91450103098023373E,en,4501,6560,0,00,,,0,0,220.29,220.29,220.29,0,0,220.29,0,0,0,0,0,-2.59,7,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0
352088,91450127552297041G,en,4501,3862,500,00,,,0,161.91,161.91,161.91,0,0,0,0,0,161.91,161.91,0,0,-5.86,8,0,0,0,0,0,8,0,0,0,2,2,0,2,0,0,0,0,2,1,2,5,50,0
352090,91450103MA5KBP0B2K,en,4501,6429,2000,00,,,0,0,10136,10136,10136,0,0,10136,0,0,0,0,0,2202,37,0,0,0,16,3,37,4,0,4,32,1,0,12,0,12,0,0,0,2,9,12,889,0
352092,91450100322627631L,en,4501,6560,30000,00,,,0,0,247.28,247.28,247.28,0,0,247.28,0,0,0,0,0,-876.49,9,0,0,0,2,0,9,1,0,1,3,5,0,0,0,0,0,0,0,2,5,5,465.2,0
352093,91450103MA5KAWUM73,en,4501,7530,2000,00,,,0,0,783.01,783.01,783.01,0,0,783.01,0,0,0,0,0,15.16,17,0,0,0,1,0,18,7,0,7,9,0,7,0,0,0,0,0,0,6,0,9,230,0
352095,9145010367773206X9,en,4501,5299,1000,00,,,0,0,347.09,347.09,0,0,0,0,0,345.42,298.42,0,1.67,20.52,4,0,0,0,0,0,6,0,0,0,1,2,0,0,0,0,0,0,0,1,2,3,126.87,0
352099,91450100340383757G,en,4501,6531,10000,00,,,0,0,3061.59,3061.59,876.6,0,0,876.6,0,2184.99,0,0,0,79.53,6,0,0,0,1,0,6,0,0,0,5,1,0,0,0,0,0,0,0,2,3,5,861.08,0
352104,914501030595494952,en,4501,7512,2000,00,,,0,0,61.9,61.9,17,6,0,0,11,44.9,34,0,0,-99.38,8,0,0,0,0,0,7,3,0,3,4,1,0,0,0,0,0,0,0,0,4,6,106,1
352106,91450100MA5KD5FB41,en,4501,6511,5000,00,,,0,0,1151,1151,0,0,0,0,0,650,450,201,300,200,8,0,0,0,0,0,11,1,0,1,4,3,7,0,0,0,0,0,0,2,3,5,100,0
352108,91450100MA5KC6C96K,en,4501,6531,8000,00,,,0,0,701,639,63,0,0,63,0,73,0,542,23,88.55,2,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,133.17,0
352110,9145010831585916X1,en,4501,7530,5000,00,,,0,0,252.16,252.16,252.16,0,0,252.16,0,0,0,0,0,-482.56,8,0,0,0,4,1,8,3,0,3,5,0,0,0,0,0,0,0,0,4,4,5,124.8,0
352114,91450103MA5KC8TKXE,en,4501,6429,2000,00,,,0,0,813.7,813.7,152.2,0,0,152.2,0,661.5,661.5,0,0,-1159.85,8,0,0,0,1,1,5,3,1,2,3,2,0,0,0,0,0,0,0,3,5,2,140,0
